Package-Name,Machine,Link,Path,Date-Download,Date-Delete,Trigger,Objective,Description,Cluster,Query
brave-ledger,2,"npmjs.com/package/brave-ledger",/package/index.js,23.05,17 days ago,Install,Unknown,Requests some unknown IP address and saves itself as dependency,2,request_save_prod
brave-research-participation-tool,2,"npmjs.com/package/brave-research-participation-tool",/package/index.js,23.05,17 days ago,Install,Unknown,Requests some unknown IP address and saves itself as dependency,2,request_save_prod
web-excess,5,"npmjs.com/package/web-excess",/package/index.js,23.05,1 month ago,Install,Data Exfiltration,Steals specific package and OS information and sends it using DNS to claim bug bounty (harbitz),3,bug_bounty_exfiltration
rc-trigger-popup,4,"npmjs.com/package/rc-trigger-popup",/package/index.js,23.05,17 days ago,Install,Data Exfiltration,Steals specific package and OS information and sends it using DNS to claim bug bounty (harbitz),3,bug_bounty_exfiltration
orion-web,4,"npmjs.com/package/orion-web",/package/index.js,23.05,17 days ago,Install,Data Exfiltration,Steals specific package and OS information and sends it using DNS to claim bug bounty (harbitz),3,bug_bounty_exfiltration
gd-activity-tracker,3,"npmjs.com/package/gd-activity-tracker",/package/index.js,24.05,17 days ago,Install,Data Exfiltration,Steals specific package and OS information and sends it using DNS to claim bug bounty (harbitz),3,bug_bounty_exfiltration
@strava/clio,2,"npmjs.com/package/@strava/clio",/package/index.js,23.05,17 days ago,Install,Data Exfiltration,Steals specific package and OS information and sends it using DNS to claim bug bounty (harbitz),3,bug_bounty_exfiltration
@transaction-history/ui-components,2,"npmjs.com/package/@transaction-history/ui-components",/package/index.js,23.05,17 days ago,Install,Data Exfiltration,Steals specific package and OS information and sends it using DNS to claim bug bounty (harbitz),3,bug_bounty_exfiltration
acronis-ui-kit,2,"npmjs.com/package/acronis-ui-kit",/package/index.js,23.05,17 days ago,Install,Data Exfiltration,Steals specific package and OS information and sends it using DNS to claim bug bounty (harbitz),3,bug_bounty_exfiltration
@chegg-me-components/header,1,"npmjs.com/package/@chegg-me-components/header",/package/index.js,25.05,1 month ago,Install,Data Exfiltration,Steals specific package and OS information and sends it using DNS to claim bug bounty (harbitz),3,bug_bounty_exfiltration
@design-components/customer,1,"npmjs.com/package/@design-components/customer",/package/index.js,25.05,1 month ago,Install,Data Exfiltration,Steals specific package and OS information and sends it using DNS to claim bug bounty (harbitz),3,bug_bounty_exfiltration
@pixiv-vroid-hub/vroid-hub-viewer,1,"npmjs.com/package/@pixiv-vroid-hub/vroid-hub-viewer",/package/index.js,25.05,1 month ago,Install,Data Exfiltration,Steals specific package and OS information and sends it using DNS to claim bug bounty (harbitz),3,bug_bounty_exfiltration
zomato-ui,5,"npmjs.com/package/zomato-ui",/package/index.js,23.05,17 days ago,Install,Data Exiltration,Steals specific package and OS information and sends it using DNS to claim bug bounty (alxbrsn),3*,bug_bounty_exfiltration
paytm-kafka-rest,4,"npmjs.com/package/paytm-kafka-rest",/package/index.js,23.05,17 days ago,Install,Data Exiltration,Steals specific package and OS information and sends it using DNS to claim bug bounty (alxbrsn),3*,bug_bounty_exfiltration
ptmproc,4,"npmjs.com/package/ptmproc",/package/index.js,23.05,17 days ago,Install,Data Exiltration,Steals specific package and OS information and sends it using DNS to claim bug bounty (alxbrsn),3*,bug_bounty_exfiltration
dashboard-modules,3,"npmjs.com/package/dashboard-modules",/package/index.js,24.05,17 days ago,Install,Data Exiltration,Steals specific package and OS information and sends it using DNS to claim bug bounty (alxbrsn),3*,bug_bounty_exfiltration
holvi-validation,3,"npmjs.com/package/holvi-validation",/package/index.js,24.05,17 days ago,Install,Data Exiltration,Steals specific package and OS information and sends it using DNS to claim bug bounty (alxbrsn),3*,bug_bounty_exfiltration
sp-bootstrap,5,"npmjs.com/package/sp-bootstrap",/package/index.js,23.05,17 days ago,Install,Data Exfiltration,Steals ENV variables and sends them using HTTP Request,4,filter_environment_theft
sushi-client,5,"npmjs.com/package/sushi-client",/package/index.js,23.05,1 month ago,Install,Data Exfiltration,Steals ENV variables and sends them using HTTP Request,4,filter_environment_theft
@prescreen/distillery,1,"npmjs.com/package/@prescreen/distillery",/package/index.js,25.05,16 days ago,Install,Data Exfiltration,Steals ENV variables and sends them using HTTP Request (without filtering),4*,filter_environment_theft
ddd-demo,3,"npmjs.com/package/ddd-demo",/package/README.md,24.05,22 days ago,Runtime,Unknown,Script embedded on README.md file (for security concerns),5,Script in another language (Shell)
ddd-demo2,3,"npmjs.com/package/ddd-demo2",/package/README.md,24.05,22 days ago,Runtime,Unknown,Script embedded on README.md file (for security concerns),5,Script in another language (Shell)
ddd-demo3,3,"npmjs.com/package/ddd-demo3",/package/README.md,24.05,22 days ago,Runtime,Unknown,Script embedded on README.md file (for security concerns),5,Script in another language (Shell)
dependencyconfusioncve,3,"npmjs.com/package/dependencyconfusioncve",/package/index.js,24.05,1 month ago,Runtime,Unknown,Just console.logs some 'menacing' message to the terminal,6,Not considered malware
dependencyconfusioncve2,3,"npmjs.com/package/dependencyconfusioncve2",/package/index.js,24.05,1 month ago,Runtime,Unknown,Just console.logs some 'menacing' message to the terminal,6,Not considered malware
bounty-plz,2,"npmjs.com/package/bounty-plz",/package/index.js,23.05,1 month ago,Runtime,Unknown,Just console.logs some 'menacing' message to the terminal,6,Not considered malware
wagtail-supertable,5,"npmjs.com/package/wagtail-supertable",/package/package.json,23.05,1 month ago,Runtime,Unknown,An empty package with only a package.json file (depends on deprecated package),7,Not considered malware
isomorphic-core,3,"npmjs.com/package/isomorphic-core",/package/package.json,24.05,1 month ago,Runtime,Unknown,An empty package with only a package.json file,7,Not considered malware
thisisveryfistpackage11,5,"npmjs.com/package/thisisveryfistpackage11",/package/build.sh,23.05,21 days ago,Install,Data Exfiltration,Runs shell script that executes a curl command,8,Script in another language (Shell)
anotherpackagefor101,2,"npmjs.com/package/anotherpackagefor101",/package/build.sh,23.05,21 days ago,Install,Data Exfiltration,Runs shell script that executes a curl command,8,Script in another language (Shell)
ai-indeed,2,"npmjs.com/package/ai-indeed",/package/index.js,23.05,1 month ago,Runtime,Unknown,Sends an HTTP Request to some unknown address and saves the response in a variable (with compilation errors),9,Not considered malware
csdn-tree,2,"npmjs.com/package/csdn-tree",/package/index.js,23.05,1 month ago,Runtime,Unknown,Sends an HTTP Request to some unknown address and saves the response in a variable (with compilation errors),9,Not considered malware
test-depss,5,"npmjs.com/package/test-depss",/package/index.js,23.05,22 days ago,Runtime,Unknown,Executes a curl command to some unknown address,10,curl_webhook_site
node-dvnr,4,"npmjs.com/package/node-dvnr",/package/package.json,23.05,22 days ago,Install,Unknown,Installs some unknown package and adds it as dependency,11,dependency_install_threat
on-running-script-context,4,"npmjs.com/package/on-running-script-context",/package/build.js,23.05,22 days ago,Install,Data Exfiltration,Sends OS information (hostname & username & network-interfaces & CWD) through ping command,12,ping_information_theft
angieslist-visitor-app-common,2,"npmjs.com/package/angieslist-visitor-app-common",/package/index.js,23.05,22 days ago,Install,Data Exfiltration,Sends package & DNS & OS information (homedir & hostname & username) to unknown address,13,os_information_theft
@adam_baldwin/tag-tmp,1,"npmjs.com/package/@adam_baldwin/tag-tmp",/package/package.json,25.05,1 month ago,Install,Unknown,Drops a file in /tmp/ directory,14,Not considered malware
stylis-ifl4,5,"npmjs.com/package/stylis-ifl4",...,23.05,1 month ago,...,Unknown,May be missing some source code (does not seem malicious),21,Not considered malware
discordjs-selfbotjs,3,"npmjs.com/package/discordjs-selfbotjs",/package/data/index.js,24.05,1 month ago,Install,Data Exfiltration,Seems to contain a bunch of different malicious behaviours related mostly to Discord (also targetting other popular apps),15,minecraft_data_theft
epic-ue-fonts,3,"npmjs.com/package/epic-ue-fonts",/package/nzhtdtm.js,24.05,1 month ago,Install,Data Exiltration,Seems to steal ENV variables with a heavily obfuscated source code,16,obfuscated_array_request
api-token-admin,2,"npmjs.com/package/api-token-admin",...,23.05,1 month ago,...,Unknown,May be missing some source code (does not seem malicious),20,Not considered malware
color-xzibit,2,"npmjs.com/package/color-xzibit",/package/colors/eval.js,23.05,1 month ago,Runtime,Data Exfiltration,Seems to steal discord tokens (and some OS information) with an HTTP Request,17,discord_token_steal
@adam_baldwin/sample_4,1,"npmjs.com/package/@adam_baldwin/sample_4",/package/postinstall.js,25.05,1 month ago,Install,Unknown,Uses library Wreck to GET a payload from an unknown address,18,suspicious_wreck_request
@blackice12/tiny,1,"npmjs.com/package/@blackice12/tiny",/package/index.js,25.05,22 days ago,Runtime,Backdoor,Targets 'discord_voice' functionality appending malicious behaviour,19,discord_service_denial
